accommodation_id,name,type,address,district,city,grade,rooms,latitude,longitude,telephone,email,website,source,source_file,name_key,all_source_files
ACC000372,DELMA BUNGALOW,Home Stay Units,"1009/6, NAGAHAMULLA ROAD, PELAWATTE, BATTARAMULLA.",Colombo,Colombo,DELUXE,4,6.8856282,,,,,official_tourism,Information for Accommodation.csv,delma bungalow,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000373,DELMAR MOUNT VIEW HOTEL,Guest Houses,"NO :213/7, ALADENIYA, WERELLAGAM, KANDY",Kandy,Harispattuwa Pradeshiya Sabha,A,8,7.337839,,,,,official_tourism,Information for Accommodation.csv,delmar mount view hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000374,DELTHOTA VILLAGE,Guest Houses,"154, BOPITIYA ROAD, DELTOTA",Kandy,Pathahewaheta,B,8,7.174126,,,,,official_tourism,Information for Accommodation.csv,delthota village,Guest Houses.xlsx | Information for Accommodation.csv
ACC000375,DEPHANI BEACH GUEST HOUSE & RESTAURANT,Guest Houses,"189/15,LEWIS PLACE,NEGOMBO",Gampaha,Negombo,B,12,7.22777,,,,,official_tourism,Information for Accommodation.csv,dephani beach guest house restaurant,Guest Houses.xlsx | Information for Accommodation.csv
ACC000376,DESHAKA GATEWAY HOTEL,Guest Houses,"37/1, NEGOMBO ROAD, GIRIULLA.",Kurunegala,Pannala Pradeshiya Sabha,B,5,,,,,,official_tourism,Information for Accommodation.csv,deshaka gateway hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000377,DEUTSCH LANKA HOTEL & RESTAURANT,Guest Houses,"GODAGAMA, THELWATTA",Galle,Hikkaduwa,B,10,,,,,,official_tourism,Information for Accommodation.csv,deutsch lanka hotel restaurant,Guest Houses.xlsx | Information for Accommodation.csv
ACC000378,DEVASI REST,Guest Houses,"PARANAKANNDA ROAD, ARAMA PATUMAGA, KATARAGAMA",Moneragala,Hambantota,B,18,,,,,,official_tourism,Information for Accommodation.csv,devasi rest,Guest Houses.xlsx | Information for Accommodation.csv
ACC000379,DEVON HOTEL,Classified Hotels( 1-5 Star),"NO.51, AMPITIYA ROAD, KANDY.",Kandy,Kandy,TWO,25,7.284506,,,,,official_tourism,Information for Accommodation.csv,devon hotel,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000380,DEWLEE HOMESTAY,Home Stay Units,"""VIJAYA"" .HELLA HALPE, BANDARAWELA",Badulla,Ella Pradeshiya Sabha,STANDARD,2,6.888443,,,,,official_tourism,Information for Accommodation.csv,dewlee homestay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000381,DHANAWWA TOURIST RESORT,Guest Houses,"NO:46,COLOMBO ROAD,MALPITIYA,BOYAGANE",Kurunegala,Kurunegala,A,5,7.443756,,,,,official_tourism,Information for Accommodation.csv,dhanawwa tourist resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000382,DHARSHANA RESTAURANT,Guest Houses,"MATARA ROAD, MAKANDURA",Matara,Mulatiyana Pradeshiya Sabha,B,5,6.138621,,,,,official_tourism,Information for Accommodation.csv,dharshana restaurant,Guest Houses.xlsx | Information for Accommodation.csv
ACC000383,DHARSHANI RIVER VIEW,Guest Houses,"15/1,KITHALANDALUWA ROAD,WILLORAWATTE,MORATUWA",Colombo,Moratuwa,B,7,,,,,,official_tourism,Information for Accommodation.csv,dharshani river view,Guest Houses.xlsx | Information for Accommodation.csv
ACC000384,DIAMOND HILLS VILLA,Bangalows,"BOGAHAMULA HENA, THAMBILIDENIYA, MAHAWELA",Matale,Matale,DELUXE,3,,,,,,official_tourism,Information for Accommodation.csv,diamond hills villa,Bungalows.xlsx | Information for Accommodation.csv
ACC000385,DICK OYA BUNGALOW,Bangalows,"HATTON MASKELIYA ROAD, DICK OYA ESTATE, DICK OYA",Nuwara Eliya,Hatton-Dickoya,DELUXE,4,,,,,,official_tourism,Information for Accommodation.csv,dick oya bungalow,Bungalows.xlsx | Information for Accommodation.csv
ACC000386,DICKMAN RESORT,Guest Houses,"NO. 26/7, PORUTHOTA ROAD, NEGOMBO",Gampaha,Negombo,A,10,7.240904,,,,,official_tourism,Information for Accommodation.csv,dickman resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000387,DICKWELLA BEACH HOTEL,Guest Houses,"NO.112, MAHAWELA ROAD, DICKWELLA",Matara,Dickwella,B,15,5.964324,,,,,official_tourism,Information for Accommodation.csv,dickwella beach hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000388,DICKWELLA RESORT,Tourist Hotels,"BATEEGAMA,DICKWELLA.",Matara,Matara,,61,5.959117,,,,,official_tourism,Information for Accommodation.csv,dickwella resort,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000389,DICKWELLA RESTAURANT,Guest Houses,"NO:121/1,MAIN STREET,AMBALANTOTA",Hambantota,Ambalantota Pradeshiya Sabha,C,6,,,,,,official_tourism,Information for Accommodation.csv,dickwella restaurant,Guest Houses.xlsx | Information for Accommodation.csv
ACC000390,DIL REST,Guest Houses,"RATNAPURA ROAD, GURUGODA, HORANA",Kalutara,Horana Pradeshiya Sabha,A,6,6.730412,,,,,official_tourism,Information for Accommodation.csv,dil rest,Guest Houses.xlsx | Information for Accommodation.csv
ACC000391,DILU'S HOMESTAY,Home Stay Units,"14/21, 1ST CROSS,THIRUCHENDUR, BATTICALOA",Batticaloa,Batticaloa,STANDARD,2,7.730997,,,,,official_tourism,Information for Accommodation.csv,dilu s homestay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000392,DILUXSHAN REST,Guest Houses,"BEACH ROAD, KALUWANCHIKUDY",Batticaloa,Batticaloa,B,10,7.518212,,,,,official_tourism,Information for Accommodation.csv,diluxshan rest,Guest Houses.xlsx | Information for Accommodation.csv
ACC000393,DIMUTHU HOME STAY,Home Stay Units,"TEMPLE ROAD,ETHIMALE,KITHAL-ELLA,ELLA",Badulla,Ella Pradeshiya Sabha,STANDARD,1,6.869209,,,,,official_tourism,Information for Accommodation.csv,dimuthu home stay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000394,DINARA GUEST HOUSE,Guest Houses,"269,GALLE ROAD,MASSALA,BERUWALA",Kalutara,Beruwala Pradeshiya Sabha,B,7,,,,,,official_tourism,Information for Accommodation.csv,dinara guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000395,DINUDA RESORT,Bangalows,"PUDUKUDUERIPPU, SETHAWADI, KALPITIYA",Puttalam,Kalpitiya Pradeshiya Sabha,STANDARD,4,8.229038,,,,,official_tourism,Information for Accommodation.csv,dinuda resort,Bungalows.xlsx | Information for Accommodation.csv
ACC000396,DIVYAA LAGOON,Tourist Hotels,"DUTCH BAY,KANDAKULIYA,KALPITIYA",Puttalam,Kalpitiya Pradeshiya Sabha,,14,8.228088,,,,,official_tourism,Information for Accommodation.csv,divyaa lagoon,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000397,DIYA ULPATHA TEA GARDEN RESORT,Guest Houses,"MAWATHAGODA ROAD,HORAVALA",Kalutara,Kalutara Pradeshiya Sabha,B,5,6.472226,,,,,official_tourism,Information for Accommodation.csv,diya ulpatha tea garden resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000398,DIYAGAL VILLA,Bangalows,"42, PITAWALA ROAD, HIRIWADUNNA, PINNAWALA, RAMBUKKANA",Kegalle,Kegalle,SUPERIOR,4,7.288899,,,,,official_tourism,Information for Accommodation.csv,diyagal villa,Bungalows.xlsx | Information for Accommodation.csv
ACC000399,DIYALUMA FALLS INN,Guest Houses,"NO. 14, DIYALUMA, KOSLANDA",Badulla,Haldummulla Pradeshiya Sabha,A,9,6.72828,,,,,official_tourism,Information for Accommodation.csv,diyaluma falls inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC000400,DIYAMBA BEACH RESORT,Guest Houses,"KANDAKULIYA BEACH ROAD,KANDAKULIYA,KALPITIYA.",Puttalam,Kalpitiya Pradeshiya Sabha,B,8,8.215804,,,,,official_tourism,Information for Accommodation.csv,diyamba beach resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000401,DIYANILLAKELLE ESTATE BUNGALOW,Bangalows,"DIYANILLAKELLE ESTATE BUNGALOW, DIYANILLAKELLE ESTATE,LINDULA.",Nuwara Eliya,Nuwara Eliya,DELUXE,5,6.903036,,,,,official_tourism,Information for Accommodation.csv,diyanillakelle estate bungalow,Bungalows.xlsx | Information for Accommodation.csv
ACC000402,DIYAWARA HOME STAY,Home Stay Units,"NO-77/03,JAFFNA JUCTION,JAFFNA ROAD,ANURADHAPURA.",Anuradhapura,Anuradhapura,STANDARD,2,8.359991,,,,,official_tourism,Information for Accommodation.csv,diyawara home stay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000403,DIYESTA TRAVELER,Home Stay Units,"NO. 03, DIYADOLAWATTA, HABARAKADA, THAWALAMA.",Galle,Dickwella,STANDARD,2,,,,,,official_tourism,Information for Accommodation.csv,diyesta traveler,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000404,DREAM BEACH HOTEL,Tourist Hotels,"NO.509,GALLE ROAD AMBALANGODA",Galle,Galle,,24,6.245428,,,,,official_tourism,Information for Accommodation.csv,dream beach hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000405,DREAM GARDEN,Guest Houses,"WHISKEY POINT, KODDUKAL, URANI, POTTUVIL",Ampara,Pottuvil,A,10,6.902049,,,,,official_tourism,Information for Accommodation.csv,dream garden,Guest Houses.xlsx | Information for Accommodation.csv
ACC000406,DREAM RESTAURANT & GUEST HOUSE,Guest Houses,"NO. 453, MATARA ROAD, DEAWATA, KATUGODA, GALLE",Galle,Galle,B,16,,,,,,official_tourism,Information for Accommodation.csv,dream restaurant guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000407,DREAM STAY,Home Stay Units,"25/8, GLASSAUGH ROAD, NANU OYA, NUWARA ELIYA",Nuwara Eliya,Nuwara Eliya,STANDARD,3,6.9428324,,,,,official_tourism,Information for Accommodation.csv,dream stay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000408,DREAM VILLA,Home Stay Units,"7/3, BRAHMANA WATTA ROAD, BALAPITIYA.",Galle,balapitiya,SUPERIOR,3,6.28557,,,,,official_tourism,Information for Accommodation.csv,dream villa,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000409,DSM HOME STAY,Home Stay Units,"8/1, PITAKANDA ROAD, KANDY",Kandy,Kandy,STANDARD,3,7.310338,,,,,official_tourism,Information for Accommodation.csv,dsm home stay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000410,DUNE INN HOTEL,Guest Houses,"NO.97,BORELLA ROAD,ATHURUGIRIYA",Colombo,Kaduwela Pradeshiya Sabha,A,6,,,,,,official_tourism,Information for Accommodation.csv,dune inn hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000411,DUNKELD BUNGALOW,Boutique Villas,"DUNKEL BUNGALOW, DANKELD ESTATE, DICKOYA",Nuwara Eliya,Ambalantota Pradeshiya Sabha,,5,6.858082,,,,,official_tourism,Information for Accommodation.csv,dunkeld bungalow,Boutique Villas.xlsx | Information for Accommodation.csv
ACC000412,DUTCH BAY RESORTS,Tourist Hotels,"DUTCH BAY ISLAND,KALPITIYA",Puttalam,Kalpitiya Pradeshiya Sabha,,17,8.274467,,,,,official_tourism,Information for Accommodation.csv,dutch bay resorts,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000413,DUTCH HOUSE,Bangalows,"DUTCH HOUSE, ""SAGALA"",POONAGALA ROAD, BANDARAWELA",Badulla,Bandarawela Pradeshiya Sabha,DELUXE,2,6.824441,,,,,official_tourism,Information for Accommodation.csv,dutch house,Bungalows.xlsx | Information for Accommodation.csv
ACC000414,DUWS WHITE HOUSE,Guest Houses,"37/4, BEACH ROAD, MOUNT LAVINIA",Colombo,Dehiwala-Mount Lavinia,A,10,6.842611,,,,,official_tourism,Information for Accommodation.csv,duws white house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000415,DVILLAS LUXURY,Boutique Villas,"193/1, GNANENDRA MAWATHA, NAWALA",Colombo,Colombo,,6,6.8864696,,,,,official_tourism,Information for Accommodation.csv,dvillas luxury,Boutique Villas.xlsx | Information for Accommodation.csv
ACC000416,DWARA,Home Stay Units,"367/3, 2ND LANE, JINASENA MAWATA, MAHARA, KADAWATHA.",Colombo,Gampaha,STANDARD,2,,,,,,official_tourism,Information for Accommodation.csv,dwara,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000417,EAGAL'S NEST,Bangalows,"BUONA VISTA, UNAWATUNA, GALLE",Galle,Habaraduwa,SUPERIOR,4,6.021211,,,,,official_tourism,Information for Accommodation.csv,eagal s nest,Bungalows.xlsx | Information for Accommodation.csv
ACC000418,EAGLE LODGE,Home Stay Units,"EAGLE LODGE, VICTORIA GOLF RESORT, DIGANA",Kandy,Kandy,DELUXE,4,7.2650791,,,,,official_tourism,Information for Accommodation.csv,eagle lodge,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000419,EAGLE NEST HOLIDAY INN,Guest Houses,"NO.159, LOWER STREET, BADULLA.",Badulla,Badulla,B,10,,,,,,official_tourism,Information for Accommodation.csv,eagle nest holiday inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC000420,EAGLE'S REST HOMESTAY HANTHANA,Home Stay Units,"14B/2/35/3, 8TH LANE, HANTANA HS, HANTANA, KANDY",Kandy,Gagawata Koralya,SUPERIOR,2,7.2749563,,,,,official_tourism,Information for Accommodation.csv,eagle s rest homestay hanthana,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000421,EARL'S CHATEAU,Guest Houses,"NO. 09, WINSTONE, WICKRAMASINGHE MAWATHA, KEGALLE",Kegalle,Kegalle,A,5,,,,,,official_tourism,Information for Accommodation.csv,earl s chateau,Guest Houses.xlsx | Information for Accommodation.csv
ACC000422,EARLS REEF BERUWALA,Tourist Hotels,"NO. 91/22,MARADANA ROAD,MORAGALLA,BERUWALA.",Kalutara,Beruwala Pradeshiya Sabha,,54,6.453929,,,,,official_tourism,Information for Accommodation.csv,earls reef beruwala,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000423,EARLS REGENCY HOTEL,Classified Hotels( 1-5 Star),"TENNEKUMURA, KANDY",Kandy,Kandy,FIVE,96,7.281795,,,,,official_tourism,Information for Accommodation.csv,earls regency hotel,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000424,EARLS REGENT HOTEL,Classified Hotels( 1-5 Star),"NO. 1/40, DEVENIRAJASINGHE ROAD, PERADENIYA,KANDY",Kandy,Kandy,THREE,60,7.283476,,,,,official_tourism,Information for Accommodation.csv,earls regent hotel,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000425,EASTERN EATING HOUSE,Guest Houses,"NO. 7, 2ND CROSS STREET, BATTICALOA",Batticaloa,Batticaloa,C,4,,,,,,official_tourism,Information for Accommodation.csv,eastern eating house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000426,ECO HOME HOLIDAY INN,Home Stay Units,"31/48, RIVERDALE GARDEN, ANIWATTE, KANDY",Kandy,Kandy,SUPERIOR,4,,,,,,official_tourism,Information for Accommodation.csv,eco home holiday inn,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000427,ECO JUNGLE HIDEOUT,Bangalows,"ECO JUNGLE HIDEOUT, BERAGAMA, MAKADURA, MULATIANA",Matara,Mulatiyana Pradeshiya Sabha,SUPERIOR,4,6.162424,,,,,official_tourism,Information for Accommodation.csv,eco jungle hideout,Bungalows.xlsx | Information for Accommodation.csv
ACC000428,ECO LANKA VILLA,Bangalows,"MAUSSAWA ESTATE, HALPOLA, PUUDALUOYA",Nuwara Eliya,Nuwara Eliya,STANDARD,8,7.019245,,,,,official_tourism,Information for Accommodation.csv,eco lanka villa,Bungalows.xlsx | Information for Accommodation.csv
ACC000429,EDEN RESORTS AND SPA,Classified Hotels( 1-5 Star),"KALUWAMODARA, BERUWALA",Kalutara,Kalutara Pradeshiya Sabha,FIVE,158,6.444585,,,,,official_tourism,Information for Accommodation.csv,eden resorts and spa,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000430,EESHANI GUEST INN,Home Stay Units,"22/3,POLICE STATION ROAD, ELLA.",Badulla,Ella Pradeshiya Sabha,STANDARD,5,6.8752783,,,,,official_tourism,Information for Accommodation.csv,eeshani guest inn,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000431,ELADETTA WALAUWA,Bangalows,"ELADETTA ESTATE, HANDESSA, KANDY",Kandy,Udunuwara Pradeshiya Sabha,DELUXE,5,7.21801,,,,,official_tourism,Information for Accommodation.csv,eladetta walauwa,Bungalows.xlsx | Information for Accommodation.csv
ACC000432,ELEGANT HAMLETS HOME STAY,Home Stay Units,"NO.48, KACHCHAKADUWA,WEERAKODIYANA",Kurunegala,Udubaddawa Pradeshiya Sabha,DELUXE,1,7.501223,,,,,official_tourism,Information for Accommodation.csv,elegant hamlets home stay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000433,ELEMENTS WATER SPORTS & NATURE RESORT,Guest Houses,"KAPPALADY,KALPITIYA.",Puttalam,Kalpitiya Pradeshiya Sabha,B,5,8.134297,,,,,official_tourism,Information for Accommodation.csv,elements water sports nature resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000434,ELEPHANT REACH HOTEL,Tourist Hotels,"YALA JUNCTION,KIRINDA TISSAMAHARAMA.",Hambantota,Hambantota,,28,6.228965,,,,,official_tourism,Information for Accommodation.csv,elephant reach hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000435,ELEPHANT REACH VILLA,Bangalows,"NO 686, KEGALLE - RAMBUKKANA ROAD, PINNAWALA",Kegalle,Rambukkana Pradeshiya Sabha,SUPERIOR,4,7.304627,,,,,official_tourism,Information for Accommodation.csv,elephant reach villa,Bungalows.xlsx | Information for Accommodation.csv
ACC000436,ELEPHANT TRAIL,Guest Houses,"NO 35, KATUPILAGAMA EKAMUTHUGAMA, SEWANAGALA",Moneragala,Thanamalwila Pradeshiya Sabha,A,15,,,,,,official_tourism,Information for Accommodation.csv,elephant trail,Guest Houses.xlsx | Information for Accommodation.csv
ACC000437,ELEPHAS RESORT,Guest Houses,"NO.47/B AUDANGAWA,KIMBISSA,SIGIRIYA.",Matale,Dambulla Pradeshiya Sabha,A,16,7.995286,,,,,official_tourism,Information for Accommodation.csv,elephas resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000438,ELLA FINALGATE,Home Stay Units,"DIYAMADITHTHA,KITHAL-ELLA,ELLA",Badulla,Ella Pradeshiya Sabha,STANDARD,3,,,,,,official_tourism,Information for Accommodation.csv,ella finalgate,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000439,ELLA FLOWER GARDEN AND RESORT,Guest Houses,"THIRD MILE POST, PASSARA ROAD, ELLA",Badulla,Ella Pradeshiya Sabha,B,14,6.870921,,,,,official_tourism,Information for Accommodation.csv,ella flower garden and resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000440,ELLA GAP TOURIST INN,Guest Houses,"PASSARA ROAD, ELLA",Badulla,Ella Pradeshiya Sabha,A,5,6.87272,,,,,official_tourism,Information for Accommodation.csv,ella gap tourist inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC000441,ELLA HAPPY VIEW,Home Stay Units,"KITHAL-ELLA,ELLA",Badulla,Ella Pradeshiya Sabha,STANDARD,1,,,,,,official_tourism,Information for Accommodation.csv,ella happy view,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000442,ELLA HIDE VIEW,Home Stay Units,"ETHIMALE,KITHAL-ELLA,ELLA",Badulla,Ella Pradeshiya Sabha,STANDARD,4,6.869702,,,,,official_tourism,Information for Accommodation.csv,ella hide view,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000443,ELLA JUNGLE RESORT,Tourist Hotels,"UVA,KARANDAGOLLA,ELLA",Badulla,Badulla,,22,6.8268869,,,,,official_tourism,Information for Accommodation.csv,ella jungle resort,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000444,ELLA MOUNT VIEW GUEST INN,Home Stay Units,"WATAGODA WATTA ROAD,KITHAL-ELLA,ELLA",Badulla,Ella Pradeshiya Sabha,STANDARD,3,6.870878,,,,,official_tourism,Information for Accommodation.csv,ella mount view guest inn,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000445,ELLA RIVER FRONT,Home Stay Units,"""SISILA"" WELLAWAYA ROAD,ELLA",Badulla,Ella Pradeshiya Sabha,STANDARD,2,6.8694274,,,,,official_tourism,Information for Accommodation.csv,ella river front,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000446,ELLERTON HOTEL,Boutique Villas,"NAWA GURUKELLE, DOLUWA, GAMPOLA",Kandy,Gampola,,5,7.187229,,,,,official_tourism,Information for Accommodation.csv,ellerton hotel,Boutique Villas.xlsx | Information for Accommodation.csv
ACC000447,ELPITIYA WALAUWA,Heritage Bungalows,"ELPITIYA ESTATE,WELIGALLA.",Kandy,Gampola,DELUXE,5,7.190628,,,,,official_tourism,Information for Accommodation.csv,elpitiya walauwa,Heritage Bungalow.xlsx | Information for Accommodation.csv
ACC000448,ELYSIUM,Bangalows,"NO: 776/2, MATARA ROAD ,MIHIRIPENNA ,TALPE.",Galle,Habaraduwa,DELUXE,5,5.998461,,,,,official_tourism,Information for Accommodation.csv,elysium,Bungalows.xlsx | Information for Accommodation.csv
ACC000449,EMEL BOUTIQUE HOTEL,Home Stay Units,"NO.15,LURDU MAWATHA,KOCHCHIKADE.",Gampaha,Negombo,DELUXE,5,7.2667943,,,,,official_tourism,Information for Accommodation.csv,emel boutique hotel,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000450,ERA BEACH HOTEL,Boutique Villas,"NO. 834, MATARA ROAD, THALPE",Galle,Galle,,6,5.9984781,,,,,official_tourism,Information for Accommodation.csv,era beach hotel,Boutique Villas.xlsx | Information for Accommodation.csv
ACC000451,ERAELIYA VILLAS AND GARDENS,Boutique Villas,"NO : 299,WALLIWALA,KAPPARATOTA,WELIGAMA.",Matara,Matara,,7,5.958113,,,,,official_tourism,Information for Accommodation.csv,eraeliya villas and gardens,Boutique Villas.xlsx | Information for Accommodation.csv
